id,title,description,availability,condition,price,link,image_link,brand,quantity_to_sell_on_facebook,google_product_category,sale_price,additional_image_link,size,color,gender,material,header_image_link
ACO_CAM60RECWMEF-1BLK,60-In. Recessed Wall Mounted Electric Fireplace with Crystal and LED Color Changing Display  Black,60-In. Recessed Wall Mounted Electric Fireplace with Crystal and LED Color Changing Display  Black,in stock,new,949.99 USD,https://store.flexshopper.com/60-in-recessed-wall-mounted-electric-fireplace-with-crystal-and-led-color-changing-display-black-acocam60recwmef-1blk,http://localhost:3000/resized/ACO_CAM60RECWMEF-1BLK.jpg,Flexshopper,10000,42,17.59 USD,https://store.flexshopper.com/media/catalog/product/c/a/cam60recwmef1blk_1.jpg,,,,e86ab431d179dd4530e339c949d39a74,https://store.flexshopper.com/media/catalog/product/c/a/cam60recwmef1blk_1.jpg
ACO_CAM60RECWMEF-1WHT,60-In. Recessed Wall Mounted Electric Fireplace with Crystal and LED Color Changing Display  White,60-In. Recessed Wall Mounted Electric Fireplace with Crystal and LED Color Changing Display  White,in stock,new,849.99 USD,https://store.flexshopper.com/60-in-recessed-wall-mounted-electric-fireplace-with-crystal-and-led-color-changing-display-white-acocam60recwmef-1wht,http://localhost:3000/resized/ACO_CAM60RECWMEF-1WHT.jpg,Flexshopper,10000,42,25.34 USD,https://store.flexshopper.com/media/catalog/product/c/a/cam60recwmef1wht_1.jpg,,,,3f32e3a655e59b6096cda196e6c4e462,https://store.flexshopper.com/media/catalog/product/c/a/cam60recwmef1wht_1.jpg
ACO_CAM60RECWMEF-2BLK,60-In. Recessed Wall Mounted Electric Fireplace with Logs and LED Color Changing Display  Black,60-In. Recessed Wall Mounted Electric Fireplace with Logs and LED Color Changing Display  Black,in stock,new,949.99 USD,https://store.flexshopper.com/60-in-recessed-wall-mounted-electric-fireplace-with-logs-and-led-color-changing-display-black-acocam60recwmef-2blk,http://localhost:3000/resized/ACO_CAM60RECWMEF-2BLK.jpg,Flexshopper,10000,42,17.59 USD,https://store.flexshopper.com/media/catalog/product/c/a/cam60recwmef2blk_1.jpg,,,,b071e3b73ee6b3f76eb8302491b08fb0,https://store.flexshopper.com/media/catalog/product/c/a/cam60recwmef2blk_1.jpg
ACO_CAM60RECWMEF-2WHT,60-In. Recessed Wall Mounted Electric Fireplace with Logs and LED Color Changing Display  White,60-In. Recessed Wall Mounted Electric Fireplace with Logs and LED Color Changing Display  White,in stock,new,849.99 USD,https://store.flexshopper.com/60-in-recessed-wall-mounted-electric-fireplace-with-logs-and-led-color-changing-display-white-acocam60recwmef-2wht,http://localhost:3000/resized/ACO_CAM60RECWMEF-2WHT.jpg,Flexshopper,10000,42,25.34 USD,https://store.flexshopper.com/media/catalog/product/c/a/cam60recwmef2wht_2.jpg,,,,67f2047fbeb173b749b3780f8e5756d5,https://store.flexshopper.com/media/catalog/product/c/a/cam60recwmef2wht_2.jpg
ACO_CAM6215-1SNDCRS,62-In. Summit Farmhouse Style Electric Fireplace Mantel with Deep Crystal Insert  Sandstone,62-In. Summit Farmhouse Style Electric Fireplace Mantel with Deep Crystal Insert  Sandstone,in stock,new,1249.99 USD,https://store.flexshopper.com/62-in-summit-farmhouse-style-electric-fireplace-mantel-with-deep-crystal-insert-sandstone-acocam6215-1sndcrs,http://localhost:3000/resized/ACO_CAM6215-1SNDCRS.jpg,Flexshopper,10000,42,37.26 USD,https://store.flexshopper.com/media/catalog/product/c/a/cam62151sndcrs_9.jpg,,,,6dbc7e4044fcc140ccfffc2e63cb768a,https://store.flexshopper.com/media/catalog/product/c/a/cam62151sndcrs_9.jpg
ACO_CAM6215-1WHTCRS,62-In. Summit Farmhouse Style Electric Fireplace Mantel with Deep Crystal Insert  White,62-In. Summit Farmhouse Style Electric Fireplace Mantel with Deep Crystal Insert  White,in stock,new,1159.99 USD,https://store.flexshopper.com/62-in-summit-farmhouse-style-electric-fireplace-mantel-with-deep-crystal-insert-white-acocam6215-1whtcrs,http://localhost:3000/resized/ACO_CAM6215-1WHTCRS.jpg,Flexshopper,10000,42,34.58 USD,https://store.flexshopper.com/media/catalog/product/c/a/cam62151whtcrs_ei2.jpg,,,,14e136cf30de10ee8c23e77fcdf4a2e7,https://store.flexshopper.com/media/catalog/product/c/a/cam62151whtcrs_ei2.jpg
ACO_CAM7233-1WALLG3,Sanoma Electric Fireplace Heater with 72-In. Walnut Mantel  Bookshelves  Enhanced Multi-Color Log Display  and Remote,Sanoma Electric Fireplace Heater with 72-In. Walnut Mantel  Bookshelves  Enhanced Multi-Color Log Display  and Remote,in stock,new,1379.99 USD,https://store.flexshopper.com/sanoma-electric-fireplace-heater-with-72-in-walnut-mantel-bookshelves-enhanced-multi-color-log-display-and-remote-acocam7233-1wallg3,http://localhost:3000/resized/ACO_CAM7233-1WALLG3.jpg,Flexshopper,10000,42,41.13 USD,https://store.flexshopper.com/media/catalog/product/c/a/cam72331wallg3_ei1.jpg,,,,17b7484404290caff4535a4b75e104d2,https://store.flexshopper.com/media/catalog/product/c/a/cam72331wallg3_ei1.jpg
ACO_CAM7233-1WHTLG3,Sanoma Electric Fireplace Heater with 72-In. White Mantel  Bookshelves  Enhanced Multi-Color Log Display  and Remote,Sanoma Electric Fireplace Heater with 72-In. White Mantel  Bookshelves  Enhanced Multi-Color Log Display  and Remote,in stock,new,1379.99 USD,https://store.flexshopper.com/sanoma-electric-fireplace-heater-with-72-in-white-mantel-bookshelves-enhanced-multi-color-log-display-and-remote-acocam7233-1whtlg3,http://localhost:3000/resized/ACO_CAM7233-1WHTLG3.jpg,Flexshopper,10000,42,41.13 USD,https://store.flexshopper.com/media/catalog/product/c/a/cam72331whtlg3_ei1.jpg,,,,50c597a29eeff2f6e1432fd4bec7bf0d,https://store.flexshopper.com/media/catalog/product/c/a/cam72331whtlg3_ei1.jpg
ACO_CAM78WMEF-2WHT,78-In. Wall-Mount Electric Fireplace in White with Multi-Color Flames and Driftwood Log Display,78-In. Wall-Mount Electric Fireplace in White with Multi-Color Flames and Driftwood Log Display,in stock,new,999.99 USD,https://store.flexshopper.com/78-in-wall-mount-electric-fireplace-in-white-with-multi-color-flames-and-driftwood-log-display-acocam78wmef-2wht,http://localhost:3000/resized/ACO_CAM78WMEF-2WHT.jpg,Flexshopper,10000,42,19.37 USD,https://store.flexshopper.com/media/catalog/product/c/a/cam78wmef2wht-alt2.jpg,,,,8d7a3ea7a4fca0d46d1af8ea60d0af72,https://store.flexshopper.com/media/catalog/product/c/a/cam78wmef2wht-alt2.jpg
ACO_CAMDN11PC-GRY,"Cameron 11pc: 10 Aluminum Sling Chairs  63-94"" Aluminum Extension Table","Cameron 11pc: 10 Aluminum Sling Chairs  63-94"" Aluminum Extension Table",in stock,new,2049.99 USD,https://store.flexshopper.com/cameron-11pc-10-aluminum-sling-chairs-63-94-aluminum-extension-table-acocamdn11pc-gry,http://localhost:3000/resized/ACO_CAMDN11PC-GRY.jpg,Flexshopper,10000,42,61.11 USD,https://store.flexshopper.com/media/catalog/product/2/f/2fdd7c8199b2de4ce49e95f4eea666de.jpg,,,,601b8708135f823599908a22401f4050,https://store.flexshopper.com/media/catalog/product/2/f/2fdd7c8199b2de4ce49e95f4eea666de.jpg
ACO_CGH1020D,De'Longhi - Livenza All-Day Countertop Grill with FlexPress System,De'Longhi - Livenza All-Day Countertop Grill with FlexPress System,in stock,new,364.95 USD,https://store.flexshopper.com/delonghi-livenza-all-day-countertop-grill-with-flexpress-system-acocgh1020d,http://localhost:3000/resized/ACO_CGH1020D.jpg,Flexshopper,10000,42,10.88 USD,https://store.flexshopper.com/media/catalog/product/f/3/f3d7e1c634ab49a8a513e1d03af076d6.jpg,,,,59266addc478f397692a207dbe9ce533,https://store.flexshopper.com/media/catalog/product/f/3/f3d7e1c634ab49a8a513e1d03af076d6.jpg
ACO_CORTSOFA-GMASH,Commercial Aluminum Sofa with Sunbrella Cushion,Commercial Aluminum Sofa with Sunbrella Cushion,in stock,new,2149.99 USD,https://store.flexshopper.com/commercial-aluminum-sofa-with-sunbrella-cushion-acocortsofa-gmash,http://localhost:3000/resized/ACO_CORTSOFA-GMASH.jpg,Flexshopper,10000,42,64.09 USD,https://store.flexshopper.com/media/catalog/product/c/a/ca6941818448a4e85123d5cb9f3c03de.jpg,,,,be92cdceef74b16a26fb15ba28583e78,https://store.flexshopper.com/media/catalog/product/c/a/ca6941818448a4e85123d5cb9f3c03de.jpg
ACO_DLE3400W,LG 7.4-Cu. Ft. Front Load Electric Dryer in White,LG 7.4-Cu. Ft. Front Load Electric Dryer in White,in stock,new,1044.99 USD,https://store.flexshopper.com/lg-74-cu-ft-front-load-electric-dryer-in-white-acodle3400w,http://localhost:3000/resized/ACO_DLE3400W.jpg,Flexshopper,10000,42,31.15 USD,https://store.flexshopper.com/media/catalog/product/d/l/dle3400w.jpg,,,,7a6843dff9b5b098211018efdc48aca1,https://store.flexshopper.com/media/catalog/product/d/l/dle3400w.jpg
ACO_DLEX4200B,LG 7.4-Cu. Ft. Front Load Electric Dryer with TurboSteam and Built-In Intelligence  Black Steel,LG 7.4-Cu. Ft. Front Load Electric Dryer with TurboSteam and Built-In Intelligence  Black Steel,in stock,new,1594.99 USD,https://store.flexshopper.com/lg-74-cu-ft-front-load-electric-dryer-with-turbosteam-and-built-in-intelligence-black-steel-acodlex4200b,http://localhost:3000/resized/ACO_DLEX4200B.jpg,Flexshopper,10000,42,47.54 USD,https://store.flexshopper.com/media/catalog/product/d/l/dlex4200b.jpg,,,,51f7b03dce5bd602e5ccdd9a2167a2a2,https://store.flexshopper.com/media/catalog/product/d/l/dlex4200b.jpg
ACO_DLGX4001W,LG 7.4-Cu. Ft. Front Load Gas Dryer with TurboSteam and Built-In Intelligence  White,LG 7.4-Cu. Ft. Front Load Gas Dryer with TurboSteam and Built-In Intelligence  White,in stock,new,1374.99 USD,https://store.flexshopper.com/lg-74-cu-ft-front-load-gas-dryer-with-turbosteam-and-built-in-intelligence-white-acodlgx4001w,http://localhost:3000/resized/ACO_DLGX4001W.jpg,Flexshopper,10000,42,40.99 USD,https://store.flexshopper.com/media/catalog/product/d/l/dlgx4001w.jpg,,,,7aff525eca09105f1b6c890ae71117bb,https://store.flexshopper.com/media/catalog/product/d/l/dlgx4001w.jpg
ACO_DLSC059,De'Longhi - Espresso Coffee Knock-Out Box,De'Longhi - Espresso Coffee Knock-Out Box,in stock,new,29.99 USD,https://store.flexshopper.com/delonghi-espresso-coffee-knock-out-box-acodlsc059,http://localhost:3000/resized/ACO_DLSC059.jpg,Flexshopper,10000,42,0.89 USD,https://store.flexshopper.com/media/catalog/product/9/8/9838d3b3b4f6c55e999c050044d561d8.jpg,,,,6d49920bd954988326893d60b6e5fe28,https://store.flexshopper.com/media/catalog/product/9/8/9838d3b3b4f6c55e999c050044d561d8.jpg
ACO_DLSC311,De'Longhi - 6 Oz. Cappuccino Glasses (2-pack),De'Longhi - 6 Oz. Cappuccino Glasses (2-pack),in stock,new,32.95 USD,https://store.flexshopper.com/delonghi-6-oz-cappuccino-glasses-2-pack-acodlsc311,http://localhost:3000/resized/ACO_DLSC311.jpg,Flexshopper,10000,42,0.98 USD,https://store.flexshopper.com/media/catalog/product/b/0/b019e2e95df80ba75b9a1a85a3ccb027.jpg,,,,d5ea23c75d2036969c31ec726ec8f4b3,https://store.flexshopper.com/media/catalog/product/b/0/b019e2e95df80ba75b9a1a85a3ccb027.jpg
ACO_EMK6,De'Longhi - Electric Moka Espresso Maker,De'Longhi - Electric Moka Espresso Maker,in stock,new,99.99 USD,https://store.flexshopper.com/delonghi-electric-moka-espresso-maker-acoemk6,http://localhost:3000/resized/ACO_EMK6.jpg,Flexshopper,10000,42,2.98 USD,https://store.flexshopper.com/media/catalog/product/b/f/bfadc5034ced8b174ffbad015f9bed23.jpg,,,,6000220ce0fdab636a6f72ba7e988fc5,https://store.flexshopper.com/media/catalog/product/b/f/bfadc5034ced8b174ffbad015f9bed23.jpg
ACO_EO141164M,De'Longhi - Livenza 0.5 Cu. Ft. Capacity Air Fry Convection Oven,De'Longhi - Livenza 0.5 Cu. Ft. Capacity Air Fry Convection Oven,in stock,new,324.99 USD,https://store.flexshopper.com/delonghi-livenza-05-cu-ft-capacity-air-fry-convection-oven-acoeo141164m,http://localhost:3000/resized/ACO_EO141164M.jpg,Flexshopper,10000,42,9.69 USD,https://store.flexshopper.com/media/catalog/product/7/5/754b1e013aea518a97f2d6bfbf6ed168.jpg,,,,adba207234c7183b6c052bf6cca104f7,https://store.flexshopper.com/media/catalog/product/7/5/754b1e013aea518a97f2d6bfbf6ed168.jpg
ACO_FEJ16C,LifeSmart 1000W Tabletop Infrared Fireplace Space Heater with Flame Effect,LifeSmart 1000W Tabletop Infrared Fireplace Space Heater with Flame Effect,in stock,new,89.99 USD,https://store.flexshopper.com/lifesmart-1000w-tabletop-infrared-fireplace-space-heater-with-flame-effect-acofej16c,http://localhost:3000/resized/ACO_FEJ16C.jpg,Flexshopper,10000,42,2.68 USD,https://store.flexshopper.com/media/catalog/product/f/e/fej16c_1.jpg,,,,ad2e558b04ca6d39927123bdd8d1854d,https://store.flexshopper.com/media/catalog/product/f/e/fej16c_1.jpg
ACO_FGRQ0633U1,Frigidaire - 115V 6 000 BTU Window Air Conditioner with Remote Control,Frigidaire - 115V 6 000 BTU Window Air Conditioner with Remote Control,in stock,new,399.99 USD,https://store.flexshopper.com/frigidaire-115v-6000-btu-window-air-conditioner-with-remote-control-acofgrq0633u1,http://localhost:3000/resized/ACO_FGRQ0633U1.jpg,Flexshopper,10000,42,11.92 USD,https://store.flexshopper.com/media/catalog/product/4/f/4ff72c72d18c42af4f9489aaf2821895.jpg,,,,c9b97ea95fc3a5c3a4eb2964d3b2ccaf,https://store.flexshopper.com/media/catalog/product/4/f/4ff72c72d18c42af4f9489aaf2821895.jpg
ACO_FH2394.BK,De'Longhi - Rapid Crisp 5-Quart Digital Air Fryer in Black,De'Longhi - Rapid Crisp 5-Quart Digital Air Fryer in Black,in stock,new,249.99 USD,https://store.flexshopper.com/delonghi-rapid-crisp-5-quart-digital-air-fryer-in-black-acofh2394bk,http://localhost:3000/resized/ACO_FH2394.BK.jpg,Flexshopper,10000,42,7.45 USD,https://store.flexshopper.com/media/catalog/product/f/0/f01e904438b0daa461d154a5fd0837bf.jpg,,,,b41a1df3853e05a4707b7793ec1f1130,https://store.flexshopper.com/media/catalog/product/f/0/f01e904438b0daa461d154a5fd0837bf.jpg
ACO_FHCP062AKR,Freonic - 9 000 BTU (6 350 BTU DOE) Portable Air Conditioner,Freonic - 9 000 BTU (6 350 BTU DOE) Portable Air Conditioner,in stock,new,479.99 USD,https://store.flexshopper.com/freonic-9000-btu-6350-btu-doe-portable-air-conditioner-acofhcp062akr,http://localhost:3000/resized/ACO_FHCP062AKR.jpg,Flexshopper,10000,42,14.31 USD,https://store.flexshopper.com/media/catalog/product/9/6/9636ccd64d2f8a7961e89fc3c1d28a91.jpg,,,,637ff7cf9aada175fd63dbc840420338,https://store.flexshopper.com/media/catalog/product/9/6/9636ccd64d2f8a7961e89fc3c1d28a91.jpg
ACO_FHCP101AKR,Freonic - 14 500 BTU (10 800 BTU DOE) Portable Air Conditioner,Freonic - 14 500 BTU (10 800 BTU DOE) Portable Air Conditioner,in stock,new,579.99 USD,https://store.flexshopper.com/freonic-14500-btu-10800-btu-doe-portable-air-conditioner-acofhcp101akr,http://localhost:3000/resized/ACO_FHCP101AKR.jpg,Flexshopper,10000,42,17.29 USD,https://store.flexshopper.com/media/catalog/product/4/5/45d9db4cf5de8d4632ad7395fa926abc.jpg,,,,88e2871a240c2e7da5effd5efb463ce6,https://store.flexshopper.com/media/catalog/product/4/5/45d9db4cf5de8d4632ad7395fa926abc.jpg
ACO_FHCW061ABE,Freonic - 6 000 BTU Sleek Design Window Air Conditioner,Freonic - 6 000 BTU Sleek Design Window Air Conditioner,in stock,new,329.99 USD,https://store.flexshopper.com/freonic-6000-btu-sleek-design-window-air-conditioner-acofhcw061abe,http://localhost:3000/resized/ACO_FHCW061ABE.jpg,Flexshopper,10000,42,9.84 USD,https://store.flexshopper.com/media/catalog/product/f/h/fhcw061abe.jpg,,,,162d3cf45c63f43a6370d96704386bec,https://store.flexshopper.com/media/catalog/product/f/h/fhcw061abe.jpg
ACO_FHWC083TB1,Frigidaire - 8 000 BTU Window Air Conditioner with Remote in White,Frigidaire - 8 000 BTU Window Air Conditioner with Remote in White,in stock,new,329.0 USD,https://store.flexshopper.com/frigidaire-8000-btu-window-air-conditioner-with-remote-in-white-acofhwc083tb1,http://localhost:3000/resized/ACO_FHWC083TB1.jpg,Flexshopper,10000,42,9.81 USD,https://store.flexshopper.com/media/catalog/product/4/4/448b04703132e3099a7f53f88470aeb9.jpg,,,,4a3e157dd7f76f6efe1c9f02dd2746db,https://store.flexshopper.com/media/catalog/product/4/4/448b04703132e3099a7f53f88470aeb9.jpg
ACO_FOXDN5PCS-GRY,"Foxhill 5pc Dining Set: 4 Sling Dining Chairs and 1 38"" Square Slat Table","Foxhill 5pc Dining Set: 4 Sling Dining Chairs and 1 38"" Square Slat Table",in stock,new,1889.99 USD,https://store.flexshopper.com/foxhill-5pc-dining-set-4-sling-dining-chairs-and-1-38-square-slat-table-acofoxdn5pcs-gry,http://localhost:3000/resized/ACO_FOXDN5PCS-GRY.jpg,Flexshopper,10000,42,56.34 USD,https://store.flexshopper.com/media/catalog/product/4/c/4cb1ab89726012225db8a40f6ae20112.jpg,,,,efb13a2a8e5700ab6207e14bdc1ea15f,https://store.flexshopper.com/media/catalog/product/4/c/4cb1ab89726012225db8a40f6ae20112.jpg
ACO_FOXHLDNCHR-1GM,Commercial Sling Aluminum Dining Chair,Commercial Sling Aluminum Dining Chair,in stock,new,299.99 USD,https://store.flexshopper.com/commercial-sling-aluminum-dining-chair-acofoxhldnchr-1gm,http://localhost:3000/resized/ACO_FOXHLDNCHR-1GM.jpg,Flexshopper,10000,42,8.94 USD,https://store.flexshopper.com/media/catalog/product/d/3/d3ed4f24164bd9b6f7e90673bfa3989c.jpg,,,,bd9e8e3f58d20072f85f17bb4516f215,https://store.flexshopper.com/media/catalog/product/d/3/d3ed4f24164bd9b6f7e90673bfa3989c.jpg
ACO_FP1052-OAK,3-Element Infrared Fireplace in Oak Mantel,3-Element Infrared Fireplace in Oak Mantel,in stock,new,439.99 USD,https://store.flexshopper.com/3-element-infrared-fireplace-in-oak-mantel-acofp1052-oak,http://localhost:3000/resized/ACO_FP1052-OAK.jpg,Flexshopper,10000,42,13.12 USD,https://store.flexshopper.com/media/catalog/product/f/p/fp1052oak_1.jpg,,,,26e8b0f4bae4b8e79a3fe10fa0acd775,https://store.flexshopper.com/media/catalog/product/f/p/fp1052oak_1.jpg
ACO_FP1215,3-Element Small Square Infrared Fireplace with Faux Stone Accent,3-Element Small Square Infrared Fireplace with Faux Stone Accent,in stock,new,439.99 USD,https://store.flexshopper.com/3-element-small-square-infrared-fireplace-with-faux-stone-accent-acofp1215,http://localhost:3000/resized/ACO_FP1215.jpg,Flexshopper,10000,42,13.12 USD,https://store.flexshopper.com/media/catalog/product/f/p/fp1215_1.jpg,,,,3858655a7c9a148efe56097dc319915c,https://store.flexshopper.com/media/catalog/product/f/p/fp1215_1.jpg
ACO_FP2042,Medium Square Fireplace with Decorative Mantel Trim,Medium Square Fireplace with Decorative Mantel Trim,in stock,new,439.99 USD,https://store.flexshopper.com/medium-square-fireplace-with-decorative-mantel-trim-acofp2042,http://localhost:3000/resized/ACO_FP2042.jpg,Flexshopper,10000,42,13.12 USD,https://store.flexshopper.com/media/catalog/product/f/p/fp2042_1.jpg,,,,40c65cdbb091da112afaf5420ce45951,https://store.flexshopper.com/media/catalog/product/f/p/fp2042_1.jpg
ACO_FP2043,Large Square Infrared Faux Stone Fireplace,Large Square Infrared Faux Stone Fireplace,in stock,new,639.99 USD,https://store.flexshopper.com/large-square-infrared-faux-stone-fireplace-acofp2043,http://localhost:3000/resized/ACO_FP2043.jpg,Flexshopper,10000,42,19.08 USD,https://store.flexshopper.com/media/catalog/product/f/p/fp2043_1.jpg,,,,646a998ab005525c95d1e55ecb42b873,https://store.flexshopper.com/media/catalog/product/f/p/fp2043_1.jpg
ACO_GPA06AK,Gree - Portable Air Conditioner with Remote Control for a Room up to 350 Sq. Ft.,Gree - Portable Air Conditioner with Remote Control for a Room up to 350 Sq. Ft.,in stock,new,459.99 USD,https://store.flexshopper.com/gree-portable-air-conditioner-with-remote-control-for-a-room-up-to-350-sq-ft-acogpa06ak,http://localhost:3000/resized/ACO_GPA06AK.jpg,Flexshopper,10000,42,13.71 USD,https://store.flexshopper.com/media/catalog/product/c/d/cd90cfb14d488dfe789bfb221221c808.jpg,,,,96f596d46a8ca116d1ac32a3eeb0aa14,https://store.flexshopper.com/media/catalog/product/c/d/cd90cfb14d488dfe789bfb221221c808.jpg
ACO_H10W4MW,10 000 BTU Smart Inverter Window Air Conditioner,10 000 BTU Smart Inverter Window Air Conditioner,in stock,new,499.99 USD,https://store.flexshopper.com/10000-btu-smart-inverter-window-air-conditioner-acoh10w4mw,http://localhost:3000/resized/ACO_H10W4MW.jpg,Flexshopper,10000,42,14.9 USD,https://store.flexshopper.com/media/catalog/product/a/e/aec34ff72c049597b20640500bd00eef.jpg,,,,5367af8fdc0630fb8e92372a3ad93b2d,https://store.flexshopper.com/media/catalog/product/a/e/aec34ff72c049597b20640500bd00eef.jpg
